question_type	question_text	required	page_number	option_text	option_values
instruction	欢迎参与本次调查。请点击<strong>下一步</strong>开始。	0	1		
instruction	对于以下每一个陈述，请表明如果您身处该情境中，您进行所描述活动或行为的<strong>可能性</strong>有多大。	0	2		
radio	承认您的品味与朋友不同。	1	3	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	在荒野中露营。	1	3	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	将一天的收入用于赛马赌博。	1	3	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	将年收入的10%投资于中等增长的多元化基金。	1	3	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	在社交活动中酗酒。	1	3	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	在所得税申报表中填写一些可疑的扣除项目。	1	3	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	在重大问题上与权威人物产生分歧。	1	4	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	将一天的收入用于高风险扑克游戏赌博。	1	4	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	与有夫之妇/有妇之夫发生婚外情。	1	4	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	将他人的工作成果据为己有。	1	4	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	滑超出自己能力范围的滑雪道。	1	4	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	将年收入的5%投资于高投机性股票。	1	4	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	在春季水位很高时进行白水漂流。	1	5	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	将一天的收入用于赌体育赛事结果。	1	5	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	发生无保护性行为。	1	5	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	向他人透露朋友的秘密。	1	5	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	开车时不系安全带。	1	5	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	将年收入的10%投资于新的商业投机。	1	5	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	参加跳伞课程。	1	6	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	骑摩托车时不戴头盔。	1	6	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	选择您真正喜欢的职业而非更稳定的工作。	1	6	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	在工作会议上就不受欢迎的议题表达自己的观点。	1	6	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	不涂防晒霜进行日光浴。	1	6	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	从高桥上进行蹦极跳。	1	6	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	驾驶小型飞机。	1	7	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	夜晚独自在城镇的不安全区域步行回家。	1	7	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	搬到远离大家庭的城市居住。	1	7	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	在三十多岁时开始新的职业生涯。	1	7	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	外出办事时让年幼的孩子独自在家。	1	7	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
radio	不归还您捡到的内含200美元的钱包。	1	7	极不可能,比较不可能,有点不可能,不确定,有点可能,比较可能,极有可能	1,2,3,4,5,6,7
instruction	恭喜您完成本次调查！请点击<strong>完成</strong>继续。	0	8		
