question_type	question_text	required	page_number	option_text	option_values
instruction	欢迎参加此调查。请点击<strong>下一步</strong>开始。	0	1		
instruction	要求运动员使用李克特量表对每个陈述的同意或不同意程度进行评分，量表范围从1分（非常不同意）到9分（非常同意）。	0	2		
radio	比赛中的糟糕结果对我的自信心有很大的负面影响。	1	3	非常不同意: 1,2,3,4,5,6,7,8,非常同意: 9	9,8,7,6,5,4,3,2,1
radio	我的自信心起伏很大。	1	3	非常不同意: 1,2,3,4,5,6,7,8,非常同意: 9	9,8,7,6,5,4,3,2,1
radio	他人的负面反馈不会影响我的自信心水平。	1	3	非常不同意: 1,2,3,4,5,6,7,8,非常同意: 9	1,2,3,4,5,6,7,8,9
radio	如果我表现不佳，我的自信心不会受到严重影响。	1	3	非常不同意: 1,2,3,4,5,6,7,8,非常同意: 9	1,2,3,4,5,6,7,8,9
radio	我的自信心很稳定；几乎不会有什么变化。	1	3	非常不同意: 1,2,3,4,5,6,7,8,非常同意: 9	1,2,3,4,5,6,7,8,9
radio	我的自信心不会因比赛结果而受到很大影响。	1	3	非常不同意: 1,2,3,4,5,6,7,8,非常同意: 9	1,2,3,4,5,6,7,8,9
radio	如果我犯错误，会对我的自信心产生相当大的有害影响。	1	4	非常不同意: 1,2,3,4,5,6,7,8,非常同意: 9	9,8,7,6,5,4,3,2,1
radio	无论健身水平如何波动，我的自信心都保持稳定。	1	4	非常不同意: 1,2,3,4,5,6,7,8,非常同意: 9	1,2,3,4,5,6,7,8,9
instruction	恭喜您完成了这项调查！请点击<strong>完成</strong>继续。	0	5		
