question_type	question_text	required	page_number	option_text	option_values
instruction	欢迎参加此调查。按 <strong>下一步</strong> 开始。	0	1		
instruction	请回答以下关于您的烟草、酒精和药物习惯的问题。	0	2		
radio	总的来说，您一生中是否至少吸过100支或更多香烟？	1	3	是,否	1,2
radio	您总共吸烟多长时间了？	1	3	不到一年,1年,2年,3年,4年,5-10年,超过10年,我不吸烟	1,2,3,4,5,6,7,0
radio	您现在每天吸烟、有时吸烟还是完全不吸烟？	1	3	每天,有时,完全不吸,我不吸烟	3,2,1,0
radio	平均来说，您现在每天吸多少支烟？（1包=20支香烟）	1	3	每天不到一支,少于5支,5-10支,10-20支,1包,2包,超过2包,我不吸烟	1,2,3,4,5,6,7,0
radio	您醒来后多久吸第一支烟？	1	3	5分钟内,6-30分钟,31-60分钟,60分钟后,不知道,我不吸烟	1,2,3,4,5,0
checkbox	在过去30天内，除香烟外您还使用过哪些烟草产品？（可多选）	1	3	嚼烟,雪茄,烟斗,鼻烟,电子烟,电子水烟或蒸汽笔,小雪茄,不知道,我不吸烟	1,2,3,4,5,6,7,8,0
radio	您多久喝一次含酒精的饮品？	1	4	从不,每月或更少,每月2-4次,每周2-3次,每周4次或更多	1,2,3,4,5
radio	在您喝酒的典型日子里，您会喝多少酒精饮品？	1	4	1或2杯,3或4杯,5或6杯,7、8或9杯,10杯或更多	1,2,3,4,5
radio	您多久会在一次场合喝六杯或更多酒？	1	4	从不,少于每月一次,每月,每周,每天或几乎每天	1,2,3,4,5
radio	在过去一年中，您多久发现一旦开始喝酒就无法停止？	1	4	从不,少于每月一次,每月,每周,每天或几乎每天	1,2,3,4,5
radio	在过去一年中，您多久因为喝酒而无法完成通常期望您做的事情？	1	4	从不,少于每月一次,每月,每周,每天或几乎每天	1,2,3,4,5
radio	在过去一年中，您多久需要在早晨喝酒来帮助自己从大量饮酒后恢复？	1	4	从不,少于每月一次,每月,每周,每天或几乎每天	1,2,3,4,5
radio	在过去一年中，您多久在喝酒后感到内疚或后悔？	1	4	从不,少于每月一次,每月,每周,每天或几乎每天	1,2,3,4,5
radio	在过去一年中，您多久因为喝酒而无法记起前一晚发生的事情？	1	4	从不,少于每月一次,每月,每周,每天或几乎每天	1,2,3,4,5
radio	您或其他人是否因为您的饮酒而受伤？	1	4	没有,有但不是在过去一年,是在过去一年内,我不喝酒	1,2,3,0
radio	是否有亲戚、朋友、医生或其他健康工作者对您的饮酒表示担心或建议您减少饮酒？	1	4	没有,有但不是在过去一年,是在过去一年内,我不喝酒	1,2,3,0
radio	在过去6个月内您是否使用过大麻？	1	5	是, 否	1,0
instruction	<h5>如果是...</h5>	0	5		
radio	您多久使用一次大麻？	0	5	从不, 少于每月一次, 每月, 每周, 每天或几乎每天	0,1,2,3,4
radio	在您使用大麻的典型日子里，您会"嗨"多少小时？	0	5	少于1小时, 1或2小时, 3或4小时, 5或6小时, 7小时或更多	0,1,2,3,4
radio	在过去六个月中，您多久发现一旦开始使用大麻就无法停止？	0	5	从不, 少于每月一次, 每月, 每周, 每天或几乎每天	0,1,2,3,4
radio	在过去六个月中，您多久因为使用大麻而无法完成通常期望您做的事情？	0	5	从不, 少于每月一次, 每月, 每周, 每天或几乎每天	0,1,2,3,4
radio	在过去六个月中，您多久将大量时间用于获取、使用或从大麻中恢复？	0	5	从不, 少于每月一次, 每月, 每周, 每天或几乎每天	0,1,2,3,4
radio	在过去六个月中，您多久在使用大麻后出现记忆或注意力问题？	0	5	从不, 少于每月一次, 每月, 每周, 每天或几乎每天	0,1,2,3,4
radio	您多久在可能有身体危险的情况下使用大麻，如开车、操作机械或照顾儿童？	0	5	从不, 少于每月一次, 每月, 每周, 每天或几乎每天	0,1,2,3,4
radio	您是否想过减少或停止使用大麻？	0	5	从不, 有但不是在过去6个月, 是在过去6个月内	0,2,4
instruction	<h5>以下是关于您在过去12个月内可能使用药物（不包括酒精、大麻和烟草）的问题清单。<br><br>当提到"药物滥用"时，指的是超出医嘱使用处方药或非处方药/药物，以及任何非医疗用途的药物使用。各种药物类别可能包括：溶剂、镇静剂（如安定）、巴比妥类、可卡因、兴奋剂（如冰毒）、致幻剂（如LSD）或麻醉剂（如海洛因）。<br><br> <u>请记住这些问题不包括酒精、大麻或烟草。</u></h5>	1	6		
radio	您是否使用过医疗需要以外的药物？	1	6	否, 是	0, 1
radio	您是否同时滥用多种药物？	1	6	否, 是	0, 1
radio	您是否总能在想停止时停止使用药物？（如果从不使用药物，请回答"是"）	1	6	否, 是	0, 1
radio	您是否因药物使用而出现过"失忆"或"闪回"？	1	6	否, 是	0, 1
radio	您是否对自己的药物使用感到不好或内疚？如果从不使用药物，请选择"否"。	1	6	否, 是	0, 1
radio	您的配偶（或父母）是否抱怨过您与药物的接触？	1	6	否, 是	0, 1
radio	您是否因使用药物而忽视了家庭？	1	6	否, 是	0, 1
radio	您是否为了获得药物而从事非法活动？	1	6	否, 是	0, 1
radio	当您停止服用药物时，您是否经历过戒断症状（感觉不适）？	1	6	否, 是	0, 1
radio	您是否因药物使用而出现医疗问题（如记忆丧失、肝炎、抽搐、出血等）？	1	6	否, 是	0, 1
instruction	恭喜您完成此调查！按 <strong>完成</strong> 继续。	0	7		
