question_type	question_text	required	page_number	option_text	option_values
instruction	欢迎参加本次调查。请点击<strong>下一步</strong>开始。	0	1		
instruction	请回答以下关于您饮食习惯的问题。	0	2		
radio	当我闻到滋滋作响的牛排或多汁的肉时，即使刚吃完一餐，我也很难控制不去吃。	1	3	绝对正确,基本正确,基本错误,绝对错误	4,3,2,1
radio	我故意吃很少的食物作为控制体重的手段。	1	3	绝对正确,基本正确,基本错误,绝对错误	4,3,2,1
radio	当我感到焦虑时，我发现自己在吃东西。	1	3	绝对正确,基本正确,基本错误,绝对错误	4,3,2,1
radio	有时当我开始吃东西时，我就是停不下来。	1	3	绝对正确,基本正确,基本错误,绝对错误	4,3,2,1
radio	和正在吃东西的人在一起经常会让我也想吃东西。	1	3	绝对正确,基本正确,基本错误,绝对错误	4,3,2,1
radio	当我情绪低落时，我经常会暴饮暴食。	1	3	绝对正确,基本正确,基本错误,绝对错误	4,3,2,1
radio	当我看到美食时，我经常会非常饥饿，不得不马上吃。	1	4	绝对正确,基本正确,基本错误,绝对错误	4,3,2,1
radio	我会非常饥饿，我的胃经常像一个无底洞。	1	4	绝对正确,基本正确,基本错误,绝对错误	4,3,2,1
radio	我总是感到饥饿，所以在吃完盘子里的食物之前很难停下来。	1	4	绝对正确,基本正确,基本错误,绝对错误	4,3,2,1
radio	当我感到孤独时，我通过吃东西来安慰自己。	1	4	绝对正确,基本正确,基本错误,绝对错误	4,3,2,1
radio	我在用餐时有意识地克制自己，以免体重增加。	1	4	绝对正确,基本正确,基本错误,绝对错误	4,3,2,1
radio	我不吃某些食物，因为它们会让我变肥。	1	4	绝对正确,基本正确,基本错误,绝对错误	4,3,2,1
radio	我总是很饥饿，任何时候都能吃东西。	1	5	绝对正确,基本正确,基本错误,绝对错误	4,3,2,1
radio	您多久感到一次饥饿？	1	5	只在用餐时间,偶尔在两餐之间,经常在两餐之间,几乎总是	1,2,3,4
radio	您多久避免一次"囤积"诱人的食物？	1	5	几乎从不,很少,通常,几乎总是	1,2,3,4
radio	您有意识地吃得比想要的少的可能性有多大？	1	5	不太可能,有些可能,中等可能,非常可能	1,2,3,4
radio	在不饥饿的情况下，您会暴饮暴食吗？	1	5	从不,很少,有时,至少每周一次	1,2,3,4
radio	在 1 到 8 的等级中，1 表示对饮食没有任何克制（想吃什么就吃什么，想什么时候吃就什么时候吃），8 表示完全克制（不断限制饮食摄入，从不"屈服"），您会给自己打几分？	1	5	1,2,3,4,5,6,7,8	1,1,2,2,3,3,4,4
instruction	恭喜您完成了本次调查！请点击<strong>完成</strong>继续。	0	6		
