question_type	question_text	required	page_number	option_text	option_values
instruction	欢迎参加本次调查。请点击<strong>下一步</strong>开始。	0	1		
instruction	请点击每个问题后面的"正确"或"错误"来回答问题，以表明它们是否符合您和您行为的描述。没有对错答案，也没有陷阱问题。	0	2		
radio	我在完成一项活动之前就停止了。	1	3	正确,错误	1,2
radio	我花时间考虑各个方面。	1	3	正确,错误	2,1
radio	我在行动之前会思考。	1	3	正确,错误	2,1
radio	我会停下来思考。	1	3	正确,错误	2,1
radio	我做事迅速而粗心。	1	3	正确,错误	1,2
radio	我从不鲁莽行事。	1	3	正确,错误	2,1
radio	我不经思考就购买东西。	1	3	正确,错误	1,2
radio	我重视理性的方法。	1	3	正确,错误	2,1
radio	我会一时冲动地做事。	1	4	正确,错误	1,2
radio	我在推理时很谨慎。	1	4	正确,错误	2,1
radio	我不太谨慎。	1	4	正确,错误	1,2
radio	我是一个谨慎的人。	1	4	正确,错误	2,1
radio	我是一个自发性的人。	1	4	正确,错误	1,2
radio	我做第一个想到的事情。	1	4	正确,错误	1,2
radio	我密切关注金钱状况。	1	4	正确,错误	2,1
radio	我临机应变地处理事情。	1	4	正确,错误	1,2
radio	我知道如何继续进行。	1	5	正确,错误	2,1
radio	我很冷静理智。	1	5	正确,错误	2,1
radio	我组织我的工作。	1	5	正确,错误	2,1
radio	我经常开始项目。	1	5	正确,错误	1,2
radio	我做事有条理。	1	5	正确,错误	2,1
radio	我没有详细的计划。	1	5	正确,错误	1,2
radio	我对要做什么有清楚的想法。	1	5	正确,错误	2,1
radio	我喜欢了解会发生什么。	1	5	正确,错误	2,1
instruction	恭喜您完成本次调查！请点击<strong>完成</strong>继续。	0	6		
