question_type	question_text	required	page_number	option_text	option_values
instruction	欢迎参与本次调查。请点击<strong>下一步</strong>开始。	0	1		
instruction	对于以下每个陈述，请选择它对您的描述程度。	0	2		
radio	新的想法和项目有时会让我偏离之前的目标。	1	3	完全不符合我: 1,2,3,4,非常符合我: 5	5,4,3,2,1
radio	挫折不会使我灰心丧气。	1	3	完全不符合我: 1,2,3,4,非常符合我: 5	1,2,3,4,5
radio	我曾对某个想法或项目痴迷一段时间，但后来失去了兴趣。	1	3	完全不符合我: 1,2,3,4,非常符合我: 5	5,4,3,2,1
radio	我是一个勤奋的人。	1	3	完全不符合我: 1,2,3,4,非常符合我: 5	1,2,3,4,5
radio	我经常设定一个目标，但后来又选择追求不同的目标。	1	3	完全不符合我: 1,2,3,4,非常符合我: 5	5,4,3,2,1
radio	我很难在需要几个月以上才能完成的项目上保持专注。	1	3	完全不符合我: 1,2,3,4,非常符合我: 5	5,4,3,2,1
radio	我会完成任何我开始做的事情。	1	3	完全不符合我: 1,2,3,4,非常符合我: 5	1,2,3,4,5
radio	我是一个勤奋认真的人。	1	3	完全不符合我: 1,2,3,4,非常符合我: 5	1,2,3,4,5
instruction	恭喜您完成了本次调查！请点击<strong>完成</strong>继续。	0	4		
