question_type	question_text	required	page_number	option_text	option_values
instruction	欢迎参加这项调查。请按<strong>下一步</strong>开始。	0	1		
instruction	请对每一项内容，表明在过去一个月中，您有多频繁地有某种感觉或想法	0	2		
radio	在过去一个月中，您有多频繁地因为一些意想不到的事情而感到烦躁？	1	3	从不: 1,几乎从不: 2,有时: 3,经常: 4,非常经常: 5	1,2,3,4,5
radio	在过去一个月中，您有多频繁地感到无法控制生活中重要的事情？	1	3	从不: 1,几乎从不: 2,有时: 3,经常: 4,非常经常: 5	1,2,3,4,5
radio	在过去一个月中，您有多频繁地感到紧张和"有压力"？	1	3	从不: 1,几乎从不: 2,有时: 3,经常: 4,非常经常: 5	1,2,3,4,5
radio	在过去一个月中，您有多频繁地对自己处理个人问题的能力感到自信？	1	3	从不: 1,几乎从不: 2,有时: 3,经常: 4,非常经常: 5	5,4,3,2,1
radio	在过去一个月中，您有多频繁地感到事情按照您的意愿进行？	1	3	从不: 1,几乎从不: 2,有时: 3,经常: 4,非常经常: 5	5,4,3,2,1
radio	在过去一个月中，您有多频繁地发现自己无法应对所有必须做的事情？	1	4	从不: 1,几乎从不: 2,有时: 3,经常: 4,非常经常: 5	1,2,3,4,5
radio	在过去一个月中，您有多频繁地能够控制生活中的烦恼？	1	4	从不: 1,几乎从不: 2,有时: 3,经常: 4,非常经常: 5	5,4,3,2,1
radio	在过去一个月中，您有多频繁地感到能够掌控一切？	1	4	从不: 1,几乎从不: 2,有时: 3,经常: 4,非常经常: 5	5,4,3,2,1
radio	在过去一个月中，您有多频繁地因为一些超出您控制范围的事情而感到愤怒？	1	4	从不: 1,几乎从不: 2,有时: 3,经常: 4,非常经常: 5	1,2,3,4,5
radio	在过去一个月中，您有多频繁地感到困难堆积如山，以至于无法克服？	1	4	从不: 1,几乎从不: 2,有时: 3,经常: 4,非常经常: 5	1,2,3,4,5
instruction	恭喜您完成了这项调查！请按<strong>完成</strong>继续。	0	5		
