question_type	question_text	required	page_number	option_text	option_values
instruction	<p>对于以下每个陈述，请使用评分量表来表示<strong>在过去一周内</strong>该陈述在多大程度上适用于您。没有对错答案。不要在任何一个陈述上花费太多时间。</p><p>评分量表为：<ul><li>完全不适用于我（从不）</li><li>在一定程度上适用于我，或在某些时候适用（有时）</li><li>在相当程度上适用于我，或在大部分时候适用（经常）</li><li>非常适用于我，或在大多数时候适用（几乎总是）</li></p> 	0	1		
radio	我发现很难让自己平静下来	1	1	从不, 有时, 经常, 几乎总是	0,1,2,3
radio	我意识到口干	1	1	从不, 有时, 经常, 几乎总是	0,1,2,3
radio	我似乎根本无法体验到任何积极的感受	1	1	从不, 有时, 经常, 几乎总是	0,1,2,3
radio	我经历呼吸困难（例如：呼吸过快，在没有身体运动的情况下感到气喘）	1	1	从不, 有时, 经常, 几乎总是	0,1,2,3
radio	我发现很难鼓起主动性去做事情	1	1	从不, 有时, 经常, 几乎总是	0,1,2,3
radio	我倾向于对情况反应过度	1	1	从不, 有时, 经常, 几乎总是	0,1,2,3
radio	我经历颤抖（例如：手部颤抖）	1	1	从不, 有时, 经常, 几乎总是	0,1,2,3
radio	我感到自己耗费了很多精神能量	1	1	从不, 有时, 经常, 几乎总是	0,1,2,3
radio	我担心可能会恐慌并让自己出丑的情况	1	1	从不, 有时, 经常, 几乎总是	0,1,2,3
radio	我感觉没有什么值得期待的	1	1	从不, 有时, 经常, 几乎总是	0,1,2,3
radio	我发现自己变得焦躁不安	1	1	从不, 有时, 经常, 几乎总是	0,1,2,3
radio	我发现很难放松	1	1	从不, 有时, 经常, 几乎总是	0,1,2,3
radio	我感到沮丧和忧郁	1	1	从不, 有时, 经常, 几乎总是	0,1,2,3
radio	我对任何阻碍我继续做事的事情都感到不耐烦	1	1	从不, 有时, 经常, 几乎总是	0,1,2,3
radio	我感到接近恐慌	1	1	从不, 有时, 经常, 几乎总是	0,1,2,3
radio	我无法对任何事情产生热情	1	1	从不, 有时, 经常, 几乎总是	0,1,2,3
radio	我觉得自己作为一个人没有什么价值	1	1	从不, 有时, 经常, 几乎总是	0,1,2,3
radio	我觉得自己相当敏感	1	1	从不, 有时, 经常, 几乎总是	0,1,2,3
radio	在没有身体运动的情况下，我意识到心脏的活动（例如：感觉心率加快，心脏漏跳一拍）	1	1	从不, 有时, 经常, 几乎总是	0,1,2,3
radio	我无缘无故地感到害怕	1	1	从不, 有时, 经常, 几乎总是	0,1,2,3
radio	我觉得生活毫无意义	1	1	从不, 有时, 经常, 几乎总是	0,1,2,3
instruction	感谢您完成此调查。请按<strong>完成</strong>继续。	0	3		
