question_type	question_text	required	page_number	option_text	option_values
instruction	欢迎参加这项调查。请按<strong>下一步</strong>开始。	0	1		
instruction	请指出您在多大程度上同意以下每个陈述。	0	2		
instruction	我认为自己是：	0	3		
radio	外向的，热情的。	1	3	强烈不同意,比较不同意,有点不同意,既不同意也不反对,有点同意,比较同意,强烈同意	1,2,3,4,5,6,7
radio	挑剔的，好争论的。	1	3	强烈不同意,比较不同意,有点不同意,既不同意也不反对,有点同意,比较同意,强烈同意	7,6,5,4,3,2,1
radio	可靠的，自律的。	1	3	强烈不同意,比较不同意,有点不同意,既不同意也不反对,有点同意,比较同意,强烈同意	1,2,3,4,5,6,7
radio	焦虑的，容易心烦的。	1	3	强烈不同意,比较不同意,有点不同意,既不同意也不反对,有点同意,比较同意,强烈同意	7,6,5,4,3,2,1
radio	乐于接受新体验的，复杂的。	1	3	强烈不同意,比较不同意,有点不同意,既不同意也不反对,有点同意,比较同意,强烈同意	1,2,3,4,5,6,7
radio	保守的，安静的。	1	3	强烈不同意,比较不同意,有点不同意,既不同意也不反对,有点同意,比较同意,强烈同意	7,6,5,4,3,2,1
radio	富有同情心的，温暖的。	1	3	强烈不同意,比较不同意,有点不同意,既不同意也不反对,有点同意,比较同意,强烈同意	1,2,3,4,5,6,7
radio	无组织的，粗心的。	1	3	强烈不同意,比较不同意,有点不同意,既不同意也不反对,有点同意,比较同意,强烈同意	7,6,5,4,3,2,1
radio	平静的，情绪稳定的。	1	3	强烈不同意,比较不同意,有点不同意,既不同意也不反对,有点同意,比较同意,强烈同意	1,2,3,4,5,6,7
radio	常规的，缺乏创意的。	1	3	强烈不同意,比较不同意,有点不同意,既不同意也不反对,有点同意,比较同意,强烈同意	7,6,5,4,3,2,1
instruction	恭喜您完成了这项调查！请按<strong>完成</strong>继续。	0	4		
