question_type	question_text	required	page_number	option_text	option_values
instruction	欢迎参加此问卷调查。请点击<strong>下一步</strong>开始。	0	1		
instruction	请根据以下陈述描述您的程度进行评分。	0	2		
radio	我善于追求自己的欲望。	1	3	完全不像我:1,2,3,4,非常像我: 5	1,2,3,4,5
radio	我能够追随当下的欲望。	1	3	完全不像我:1,2,3,4,非常像我: 5	1,2,3,4,5
radio	我经常做自己想做的事情。	1	3	完全不像我:1,2,3,4,非常像我: 5	1,2,3,4,5
radio	在空闲时间，我能够很好地放松。	1	3	完全不像我:1,2,3,4,非常像我: 5	1,2,3,4,5
radio	在空闲时间，我能够很好地放下工作。	1	3	完全不像我:1,2,3,4,非常像我: 5	1,2,3,4,5
radio	在空闲时间，我很难停止思考那些还未完成的事情。	1	4	完全不像我:1,2,3,4,非常像我: 5	1,2,3,4,5
radio	对工作的思考有时会阻止我享受愉快的活动和时光。	1	4	完全不像我:1,2,3,4,非常像我: 5	1,2,3,4,5
radio	有时我无法停止思考那些我还需要做的事情。	1	4	完全不像我:1,2,3,4,非常像我: 5	1,2,3,4,5
radio	即使在享受美好时光时，我也经常思考我的职责。	1	4	完全不像我:1,2,3,4,非常像我: 5	1,2,3,4,5
radio	我经常在事后想我应该更多地享受那个时刻。	1	4	完全不像我:1,2,3,4,非常像我: 5	1,2,3,4,5
instruction	恭喜您完成了此问卷调查！请点击<strong>完成</strong>继续。	0	5		
