question_type	question_text	required	page_number	option_text	option_values
instruction	欢迎参与本问卷调查。请点击<strong>下一页</strong>开始。	0	1		
instruction	在接下来的页面中，您将看到一系列描述人们行为和思维方式的陈述。对于每项陈述，请表明您对该陈述的同意或不同意程度。	0	2		
radio	我对生活有保守和谨慎的态度。	1	3	非常同意,有些同意,有些不同意,非常不同意	1,2,3,4
radio	我很难控制自己的冲动。	1	3	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我通常寻求新颖刺激的体验和感受。	1	3	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我通常喜欢把事情坚持到底。	1	3	非常同意,有些同意,有些不同意,非常不同意	1,2,3,4
radio	当我非常开心时，我似乎无法阻止自己做可能带来不良后果的事情。	1	3	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我的思考通常是仔细和有目的性的。	1	3	非常同意,有些同意,有些不同意,非常不同意	1,2,3,4
radio	我很难抵制自己的渴望（如对食物、香烟等）。	1	3	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我愿意尝试任何事情。	1	3	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我倾向于容易放弃。	1	3	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	当我心情很好时，我倾向于陷入可能给我带来麻烦的情况。	1	3	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我不是那种不经思考就脱口而出的人。	1	3	非常同意,有些同意,有些不同意,非常不同意	1,2,3,4
radio	我经常参与一些后来希望能够退出的事情。	1	3	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我喜欢那些需要快速做出下一步决定的体育运动和游戏。	1	3	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	未完成的任务真的让我烦恼。	1	3	非常同意,有些同意,有些不同意,非常不同意	1,2,3,4
radio	当我非常开心时，我倾向于做一些可能给我的生活带来问题的事情。	1	3	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我喜欢在做事情之前停下来仔细思考。	1	4	非常同意,有些同意,有些不同意,非常不同意	1,2,3,4
radio	当我心情不好时，为了让自己现在感觉好一些，我经常会做一些后来后悔的事情。	1	4	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我会喜欢滑水。	1	4	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	一旦我开始做一件事，我就不愿意停下来。	1	4	非常同意,有些同意,有些不同意,非常不同意	1,2,3,4
radio	当我心情很好时，我倾向于失去控制。	1	4	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	在我确切知道如何进行之前，我不喜欢开始一个项目。	1	4	非常同意,有些同意,有些不同意,非常不同意	1,2,3,4
radio	有时当我感觉不好时，即使我正在做的事情让我感觉更糟，我也似乎无法停止。	1	4	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我相当喜欢冒险。	1	4	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
radio	我很容易集中注意力。	1	4	非常同意,有些同意,有些不同意,非常不同意	1,2,3,4
radio	当我真的兴奋时，我倾向于失去控制。	1	4	非常同意,有些同意,有些不同意,非常不同意	4,3,2,1
