question_type	question_text	required	page_number	option_text	option_values
instruction	欢迎参与本问卷调查。请点击<strong>下一步</strong>开始。	0	1		
instruction	请阅读每个条目并回答问题："这对你来说有多真实？"	0	2		
radio	未来有很多机会等待着我。	1	3	完全不符合: 1,2,3,4,5,6,完全符合: 7	1,2,3,4,5,6,7
radio	我期待将来能设定许多新目标。	1	3	完全不符合: 1,2,3,4,5,6,完全符合: 7	1,2,3,4,5,6,7
radio	我的未来充满可能性。	1	3	完全不符合: 1,2,3,4,5,6,完全符合: 7	1,2,3,4,5,6,7
radio	我人生的大部分时光还在前方。	1	3	完全不符合: 1,2,3,4,5,6,完全符合: 7	1,2,3,4,5,6,7
radio	我的未来对我来说似乎是无限的。	1	3	完全不符合: 1,2,3,4,5,6,完全符合: 7	1,2,3,4,5,6,7
radio	在未来我能做任何我想做的事情。	1	3	完全不符合: 1,2,3,4,5,6,完全符合: 7	1,2,3,4,5,6,7
radio	我的人生还有很多时间可以制定新计划。	1	3	完全不符合: 1,2,3,4,5,6,完全符合: 7	1,2,3,4,5,6,7
radio	我觉得时间正在流逝。	1	3	完全不符合: 1,2,3,4,5,6,完全符合: 7	1,2,3,4,5,6,7
radio	我的未来只有有限的可能性。	1	3	完全不符合: 1,2,3,4,5,6,完全符合: 7	1,2,3,4,5,6,7
radio	随着年龄增长，我开始觉得时间是有限的。	1	3	完全不符合: 1,2,3,4,5,6,完全符合: 7	1,2,3,4,5,6,7
instruction	恭喜您完成了这项调查！请点击<strong>完成</strong>继续。	0	4		
