question_type	question_text	required	page_number	option_text	option_values
instruction	欢迎参加此调查。按<strong>下一步</strong>开始。	0	1		
instruction	"这些项目涉及一系列假设情景。每个情景描述一个事件并列出三种应对方式。请阅读每个情景，想象自己处于那种情况下，然后考虑每一种可能的反应。从你可能做出这种反应的概率角度来考虑每个选项。我们每个人都会以各种方式回应不同的情况，可能大多数或所有反应对你来说都至少有一点可能性。

如果你不太可能以某种方式回应，你应该选择答案1或2。如果中等可能，你应该选择中等范围的数字，如果你很可能按描述的方式回应，你应该选择答案6或7。
"	0	2		
radio	你在一家工作了一段时间的公司得到了一个新职位的offer。可能首先想到的问题是：	1	3	a. 如果我无法胜任新的责任怎么办？,b. 这个职位我会赚得更多吗？,c. 我想知道新工作是否有趣。(A)	a,b,c
radio	"你有一个学龄的女儿。在家长会上，老师告诉你你的女儿学习成绩很差，且似乎对学习不感兴趣。你可能会：

"	1	3	a. 与你的女儿讨论以进一步了解问题所在。,b. 批评她，希望她可以做得更好。,c. 确保她完成作业，因为她应该更加努力学习。	a,b,c
radio	"你几周前参加了一次工作面试。你在邮件中收到了一封格式信，表明该职位已经被填补。你可能会想：
"	1	3	a. 重要的不是你知道什么，而是你认识谁。,b. 我可能不够胜任这份工作。,c. 他们某种程度上没有看出我的资历符合他们的需求。	a,b,c
radio	"你是一名车间主管，被赋予了为三名不能同时休息的工人分配咖啡时间的任务。你可能会这样处理：
"	1	3	a. 告诉三名工人情况，并让他们和你一起制定时间表。,b. 简单地为每个人分配时间以避免任何问题。,c. 从有权威的人那里找出该做什么，或者按照过去的做法。	a,b,c
radio	"你的一个亲密朋友（同性）最近情绪不太稳定，有几次因为“小事”而对你发脱怒。你可能会：
"	1	3	a.与他/她分享你的观察，并试图找出他/她发生了什么。,b. 忽略它，因为你做什么都没用。,c. 告诉他/她，只有在他/她更加努力控制自己的情况下，你才愿意与他/她一起度过时间。	a,b,c
radio	"你刚刚收到了一次考试的成绩，你发现你考得非常糟糕。你的初始反应可能是：

"	1	3	a. “我做什么都不对”并感到伤心。,b. “我想知道我怎么考得这么差”并感到失望。,c. “那个愚蠢的考试什么都说明不了”并感到愤怒。	a,b,c
radio	"你被邀请参加一个大型聚会，但你认识的人很少。当你对这个晚上充满期待时，你可能会期待：
"	1	4	a. 你会尽力融入正在发生的事情，以便玩得开心并且不显得不好。,b. 你会找到一些你可以交流的人。,c. 你可能会感到有些孤立和不被注意。	a,b,c
radio	"你被要求为自己和同事策划一次野餐。你的处理风格最有可能被描述为：
"	1	4	a. 接管：你会自己做大部分主要决定。,b. 遵循先例：你并不真正胜任这项任务，所以你会按照之前的做法来做。,c. 寻求参与：在你做出最终计划之前，从想要提出意见的其他人那里获取意见。	a,b,c
radio	"最近你的工作场所出现了一个职位空缺，这本可以意味着你的升職。然而，与你一起工作的一个人却得到了这份工作而不是你。在评估这种情况时，你可能会认为：
"	1	4	a. 你并不真正期望得到这份工作；你经常被忽视。,b. 另一个人可能在政治上“做了正确的事”来获得这份工作。,c. 你可能会看看自己在工作表现方面导致你被忽视的因素。	a,b,c
radio	"你即将开始一份新的职业。最重要的考虑可能是：
"	1	4	a. 你是否能够在不超出自己能力范围的情况下完成工作。,b. 你对那种工作的兴趣程度。,c. 是否有良好的晋升可能性。	a,b,c
radio	"一个为你工作的女性通常做得还算可以。然而，在过去的两周里，她的工作没有达到标准，并且她似乎对工作的兴趣不太高。你的反应可能是：
"	1	4	a. 告诉她她的工作没有达到期望，她应该更加努力地工作。,b. 问她问题所在，并让她知道你可以帮助解决问题。,c. 很难知道该做什么才能让她重新振作起来。	a,b,c
radio	"你的公司将你提升到一个远离你现在所在地的城市的职位。当你考虑这次搬迁时，你可能会：
"	1	4	a. 对新的挑战感兴趣，同时也有一点紧张。,b. 对涉及的更高地位和薪水感到兴奋。,c. 对即将到来的变化感到压力和焦虑。	a,b,c
instruction	恭喜您完成了此次调查！请按<strong>完成</strong>继续。	0	5		
