question_type	question_text	required	page_number	option_text	option_values
instruction	欢迎参加此调查。请点击<strong>下一步</strong>开始。	0	1		
instruction	请回答以下关于您将全部注意力集中于当下体验倾向的问题。	0	2		
radio	走路时，我会刻意注意身体移动的感觉。 	1	3	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	1,2,3,4,5
radio	我善于找到词语来描述我的感受。 	1	3	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	1,2,3,4,5
radio	我会因为有不合理或不适当的情绪而批评自己。 	1	3	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	5,4,3,2,1
radio	我能感知自己的感受和情绪而不必对它们做出反应。 	1	3	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	1,2,3,4,5
radio	当我做事情时，我的思维会游离，容易分心。 	1	3	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	5,4,3,2,1
radio	洗澡时，我会保持对水在身体上感觉的敏感。 	1	3	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	1,2,3,4,5
radio	我能轻易地用语言表达我的信念、观点和期待。 	1	3	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	1,2,3,4,5
radio	我不专注于正在做的事情，因为我在做白日梦、担心或被其他事情分心。 	1	4	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	5,4,3,2,1
radio	我观察自己的感受而不会被它们淹没。 	1	4	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	1,2,3,4,5
radio	我告诉自己不应该有现在这样的感觉。 	1	4	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	5,4,3,2,1
radio	我注意到食物和饮料如何影响我的思想、身体感觉和情绪。 	1	4	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	1,2,3,4,5
radio	我很难找到词语来描述我在想什么。 	1	4	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	5,4,3,2,1
radio	我容易分心。 	1	4	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	5,4,3,2,1
radio	我认为我的某些想法是异常或不好的，我不应该那样想。	1	4	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	5,4,3,2,1
radio	我会注意各种感觉，比如风吹过头发或阳光照在脸上的感觉。 	1	4	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	1,2,3,4,5
radio	我很难想出合适的词语来表达我对事物的感受。	1	4	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	5,4,3,2,1
radio	我会判断我的想法是好还是坏。 	1	4	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	5,4,3,2,1
radio	我发现很难专注于当下正在发生的事情。 	1	4	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	5,4,3,2,1
radio	当我有痛苦的想法或画面时，我会"退一步"，意识到这些想法或画面而不会被它们控制。 	1	4	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	1,2,3,4,5
radio	我会注意声音，比如时钟的滴答声、鸟儿的鸣叫声或汽车经过的声音。 	1	4	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	1,2,3,4,5
radio	在困难的情况下，我能够暂停而不立即反应。 	1	4	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	1,2,3,4,5
radio	当我身体有感觉时，我很难描述它，因为我找不到合适的词语。 	1	4	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	5,4,3,2,1
radio	我似乎在"自动运行"，对自己正在做的事情没有太多意识。 	1	4	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	5,4,3,2,1
radio	当我有痛苦的想法或画面时，我很快就会感到平静。	1	5	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	1,2,3,4,5
radio	我告诉自己不应该有这样的想法。 	1	5	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	5,4,3,2,1
radio	我注意到事物的气味和香气。 	1	5	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	1,2,3,4,5
radio	即使当我感到非常沮丧时，我也能找到用语言表达的方式。 	1	5	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	1,2,3,4,5
radio	我匆忙地进行活动而没有真正专注于它们。 	1	5	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	5,4,3,2,1
radio	当我有痛苦的想法或画面时，我能够只是注意到它们而不做反应。 	1	5	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	1,2,3,4,5
radio	我认为我的某些情绪是不好的或不适当的，我不应该有这些感受。 	1	5	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	5,4,3,2,1
radio	我注意到艺术作品或自然中的视觉元素，比如颜色、形状、纹理或光影图案。 	1	5	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	1,2,3,4,5
radio	我的自然倾向是用语言表达我的经历。 	1	6	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	1,2,3,4,5
radio	当我有痛苦的想法或画面时，我只是注意到它们然后让它们过去。 	1	6	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	1,2,3,4,5
radio	我自动地做工作或任务而没有意识到自己在做什么。 	1	6	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	5,4,3,2,1
radio	当我有痛苦的想法或画面时，我会根据想法或画面的内容来判断自己是好是坏。 	1	6	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	5,4,3,2,1
radio	我注意到我的情绪如何影响我的思想和行为。 	1	6	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	1,2,3,4,5
radio	我通常能够详细描述此刻的感受。 	1	6	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	1,2,3,4,5
radio	我发现自己在做事情时没有注意。 	1	6	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	5,4,3,2,1
radio	当我有不合理的想法时，我会对自己不满。 	1	6	从不或极少如此,很少如此,有时如此,经常如此,总是或几乎总是如此	5,4,3,2,1
instruction	恭喜您完成了此调查！请点击<strong>完成</strong>继续。	0	7		
