question_type	question_text	required	page_number	option_text	option_values
instruction	欢迎参加本次调查。请点击<strong>下一步</strong>开始。	0	1		
instruction	本问卷的每一项都是一个陈述，您可能同意或不同意。对于每一项，请表明您在多大程度上同意或不同意该陈述。	0	2		
radio	我直到太迟才注意到我行为的后果。	1	3	非常不同意,有些不同意,中性,有些同意,非常同意	5,4,3,2,1
radio	我推迟做决定。	1	3	非常不同意,有些不同意,中性,有些同意,非常同意	5,4,3,2,1
radio	我很难注意到何时已经"足够了"（酒精、食物、甜品）。	1	3	非常不同意,有些不同意,中性,有些同意,非常同意	5,4,3,2,1
radio	一旦我下定决心做某事，我很难坚持到底。	1	3	非常不同意,有些不同意,中性,有些同意,非常同意	5,4,3,2,1
radio	我似乎不能从错误中学习。	1	3	非常不同意,有些不同意,中性,有些同意,非常同意	5,4,3,2,1
radio	我通常只需要犯一次错误就能从中学习。	1	3	非常不同意,有些不同意,中性,有些同意,非常同意	1,2,3,4,5
radio	当我想改变某事时，我通常能找到几种不同的可能性。	1	3	非常不同意,有些不同意,中性,有些同意,非常同意	1,2,3,4,5
radio	我经常直到有人提醒我才注意到自己在做什么。	1	3	非常不同意,有些不同意,中性,有些同意,非常同意	5,4,3,2,1
radio	我通常在行动之前会思考。	1	3	非常不同意,有些不同意,中性,有些同意,非常同意	1,2,3,4,5
radio	我从错误中学习。	1	3	非常不同意,有些不同意,中性,有些同意,非常同意	1,2,3,4,5
radio	我很快就放弃。	1	3	非常不同意,有些不同意,中性,有些同意,非常同意	5,4,3,2,1
radio	我通常会跟踪自己向目标努力的进展。	1	4	非常不同意,有些不同意,中性,有些同意,非常同意	1,2,3,4,5
radio	我能够实现自己的目标。	1	4	非常不同意,有些不同意,中性,有些同意,非常同意	1,2,3,4,5
radio	我有个人标准，并努力实现它们。	1	4	非常不同意,有些不同意,中性,有些同意,非常同意	1,2,3,4,5
radio	一旦我看到问题或挑战，我就开始寻找可能的解决方案。	1	4	非常不同意,有些不同意,中性,有些同意,非常同意	1,2,3,4,5
radio	我很难为自己设定目标。	1	4	非常不同意,有些不同意,中性,有些同意,非常同意	5,4,3,2,1
radio	当我试图改变某事时，我非常关注自己的表现。	1	4	非常不同意,有些不同意,中性,有些同意,非常同意	1,2,3,4,5
radio	我很难制定计划来帮助我实现目标。	1	4	非常不同意,有些不同意,中性,有些同意,非常同意	5,4,3,2,1
radio	我为自己设定目标并追踪我的进展。	1	4	非常不同意,有些不同意,中性,有些同意,非常同意	1,2,3,4,5
radio	如果我下决心改变某事，我会非常关注自己的表现。	1	4	非常不同意,有些不同意,中性,有些同意,非常同意	1,2,3,4,5
radio	我知道我想成为什么样的人。	1	4	非常不同意,有些不同意,中性,有些同意,非常同意	1,2,3,4,5
radio	我很难对事情做决定。	1	5	非常不同意,有些不同意,中性,有些同意,非常同意	5,4,3,2,1
radio	我很容易从我的计划中分心。	1	5	非常不同意,有些不同意,中性,有些同意,非常同意	5,4,3,2,1
radio	当需要决定改变时，我感到被选择所压倒。	1	5	非常不同意,有些不同意,中性,有些同意,非常同意	5,4,3,2,1
radio	大部分时间我不注意自己在做什么。	1	5	非常不同意,有些不同意,中性,有些同意,非常同意	5,4,3,2,1
radio	即使不有效果，我也倾向于继续做同样的事情。	1	5	非常不同意,有些不同意,中性,有些同意,非常同意	5,4,3,2,1
radio	一旦我有了目标，我通常可以计划如何实现它。	1	5	非常不同意,有些不同意,中性,有些同意,非常同意	1,2,3,4,5
radio	如果我想改变，我相信我能做到。	1	5	非常不同意,有些不同意,中性,有些同意,非常同意	1,2,3,4,5
radio	我可以坚持一个运作良好的计划。	1	5	非常不同意,有些不同意,中性,有些同意,非常同意	1,2,3,4,5
radio	我有很强的意志力。	1	5	非常不同意,有些不同意,中性,有些同意,非常同意	1,2,3,4,5
radio	我能够抵御诱惑。	1	5	非常不同意,有些不同意,中性,有些同意,非常同意	1,2,3,4,5
instruction	恭喜您完成了这项调查！请点击<strong>完成</strong>继续。	0	6		
