question_type	question_text	required	page_number	option_text	option_values
instruction	欢迎参加本问卷调查。请按<strong>下一步</strong>开始。	0	1		
instruction	对于以下每个陈述，请表明您是否同意，以及同意或不同意的程度。	0	2		
radio	我喜欢竞争	1	3	非常不同意: 1,2,3,4,非常同意: 5	1,2,3,4,5
radio	我是一个有竞争性的人	1	3	非常不同意: 1,2,3,4,非常同意: 5	1,2,3,4,5
radio	我喜欢与对手竞争	1	3	非常不同意: 1,2,3,4,非常同意: 5	1,2,3,4,5
radio	我不喜欢与他人竞争	1	3	非常不同意: 1,2,3,4,非常同意: 5	5,4,3,2,1
radio	我从与他人竞争中获得满足感	1	3	非常不同意: 1,2,3,4,非常同意: 5	1,2,3,4,5
radio	我觉得竞争环境令人不快	1	3	非常不同意: 1,2,3,4,非常同意: 5	5,4,3,2,1
radio	我害怕与他人竞争	1	3	非常不同意: 1,2,3,4,非常同意: 5	5,4,3,2,1
radio	我尽量避免与他人竞争	1	4	非常不同意: 1,2,3,4,非常同意: 5	5,4,3,2,1
radio	我经常试图超越他人	1	4	非常不同意: 1,2,3,4,非常同意: 5	1,2,3,4,5
radio	我尽量避免争论	1	4	非常不同意: 1,2,3,4,非常同意: 5	5,4,3,2,1
radio	为了避免争论，我几乎会做任何事	1	4	非常不同意: 1,2,3,4,非常同意: 5	5,4,3,2,1
radio	我经常保持沉默，而不是冒险伤害他人	1	4	非常不同意: 1,2,3,4,非常同意: 5	5,4,3,2,1
radio	即使我认为他人是错的，我也不喜欢挑战他们	1	4	非常不同意: 1,2,3,4,非常同意: 5	5,4,3,2,1
radio	总的来说，我会随大流而不是制造冲突	1	4	非常不同意: 1,2,3,4,非常同意: 5	5,4,3,2,1
instruction	恭喜您完成了这项调查！请按<strong>完成</strong>继续。	0	5		
