question_type	question_text	required	page_number	option_text	option_values
instruction	欢迎参加本量表测试。请按<strong>下一步</strong>开始。	0	1		
instruction	对于所有问题，请从以下选项中选择一个	0	2		
radio	如果我尽力去做，我总能解决困难的问题。	1	3	完全不符合: 1,基本不符合: 2,部分符合: 3,完全符合: 4	1,2,3,4
radio	如果有人反对我，我可以找到方法和途径来实现我想要的。	1	3	完全不符合: 1,基本不符合: 2,部分符合: 3,完全符合: 4	1,2,3,4
radio	坚持目标并实现目标对我来说很容易。	1	3	完全不符合: 1,基本不符合: 2,部分符合: 3,完全符合: 4	1,2,3,4
radio	我相信我能在意外事件发生时有效地处理。	1	3	完全不符合: 1,基本不符合: 2,部分符合: 3,完全符合: 4	1,2,3,4
radio	凭借我的机智，我知道如何处理意外情况。	1	3	完全不符合: 1,基本不符合: 2,部分符合: 3,完全符合: 4	1,2,3,4
radio	如果投入必要的努力，我可以解决大部分问题。	1	4	完全不符合: 1,基本不符合: 2,部分符合: 3,完全符合: 4	1,2,3,4
radio	面对困难时我能保持冷静，因为我可以依靠自己的应对能力。	1	4	完全不符合: 1,基本不符合: 2,部分符合: 3,完全符合: 4	1,2,3,4
radio	当遇到问题时，我通常可以找到几个解决方案。	1	4	完全不符合: 1,基本不符合: 2,部分符合: 3,完全符合: 4	1,2,3,4
radio	如果我遇到困难，我通常能想到解决办法。	1	4	完全不符合: 1,基本不符合: 2,部分符合: 3,完全符合: 4	1,2,3,4
radio	无论发生什么情况，我通常都能应对。	1	4	完全不符合: 1,基本不符合: 2,部分符合: 3,完全符合: 4	1,2,3,4
instruction	恭喜您完成了本量表！请按<strong>完成</strong>继续。	0	5		
