question_type	question_text	required	page_number	option_text	option_values
instruction	欢迎参加本次调查。点击<strong>下一步</strong>开始。	0	1		
instruction	对于以下每一个陈述，请使用评分量表来表示该陈述<strong>多大程度</strong>上描述了您<strong>过去15分钟内</strong>的体验。	0	2		
radio	我意识到了在我内心产生的不同情绪	1	3	完全不是, 有一点, 有些, 相当符合, 非常符合	1,2,3,4,5
radio	我尝试去关注令人愉快和不快的体验	1	3	完全不是, 有一点, 有些, 相当符合, 非常符合	1,2,3,4,5
radio	我觉得我的一些体验很有趣	1	3	完全不是, 有一点, 有些, 相当符合, 非常符合	1,2,3,4,5
radio	我注意到了我体验中的许多小细节	1	3	完全不是, 有一点, 有些, 相当符合, 非常符合	1,2,3,4,5
radio	我意识到了我内心正在发生的事情	1	3	完全不是, 有一点, 有些, 相当符合, 非常符合	1,2,3,4,5
radio	我注意到了令人愉快和不快的情绪	1	3	完全不是, 有一点, 有些, 相当符合, 非常符合	1,2,3,4,5
radio	我积极地探索我在当下的体验	1	3	完全不是, 有一点, 有些, 相当符合, 非常符合	1,2,3,4,5
radio	我清楚地从身体上感受到了我身体内正在发生的事情	1	3	完全不是, 有一点, 有些, 相当符合, 非常符合	1,2,3,4,5
radio	我改变了身体姿势并关注运动的身体过程	1	3	完全不是, 有一点, 有些, 相当符合, 非常符合	1,2,3,4,5
radio	我感到自己在充分体验当下的时刻	1	3	完全不是, 有一点, 有些, 相当符合, 非常符合	1,2,3,4,5
radio	我注意到了令人愉快和不快的想法	1	3	完全不是, 有一点, 有些, 相当符合, 非常符合	1,2,3,4,5
radio	我注意到情绪的来去	1	3	完全不是, 有一点, 有些, 相当符合, 非常符合	1,2,3,4,5
radio	我注意到了由周围环境引起的各种感觉（如热、凉、风吹在脸上）	1	3	完全不是, 有一点, 有些, 相当符合, 非常符合	1,2,3,4,5
radio	我注意到身体感觉的来去	1	3	完全不是, 有一点, 有些, 相当符合, 非常符合	1,2,3,4,5
radio	我有一些时刻感到机警和清醒	1	3	完全不是, 有一点, 有些, 相当符合, 非常符合	1,2,3,4,5
radio	我感到与当下的时刻紧密相连	1	3	完全不是, 有一点, 有些, 相当符合, 非常符合	1,2,3,4,5
radio	我注意到想法的来去	1	3	完全不是, 有一点, 有些, 相当符合, 非常符合	1,2,3,4,5
radio	我感到与我的身体有联系	1	3	完全不是, 有一点, 有些, 相当符合, 非常符合	1,2,3,4,5
radio	我意识到我心里正在发生的事情	1	3	完全不是, 有一点, 有些, 相当符合, 非常符合	1,2,3,4,5
radio	看到我思维的模式很有趣	1	3	完全不是, 有一点, 有些, 相当符合, 非常符合	1,2,3,4,5
radio	我注意到一些令人愉快和不快的身体感觉	1	3	完全不是, 有一点, 有些, 相当符合, 非常符合	1,2,3,4,5
instruction	恭喜您完成了本次调查！点击<strong>完成</strong>继续。	0	4		
