question_type	question_text	required	page_number	option_text	option_values
instruction	欢迎参加本次调查。点击<strong>下一步</strong>开始。	0	1		
instruction	请表明您对以下每个陈述的同意程度。	0	2		
radio	当我想感受到更多<i>积极</i>情绪时（如快乐或愉悦），我会<i>改变思考的内容</i>。	1	3	非常不同意,大部分不同意,有些不同意,既不同意也不反对,有些同意,大部分同意,非常同意	1,2,3,4,5,6,7
radio	我会把情绪保留给自己。	1	3	非常不同意,大部分不同意,有些不同意,既不同意也不反对,有些同意,大部分同意,非常同意	1,2,3,4,5,6,7
radio	当我想减少<i>消极</i>情绪时（如悲伤或愤怒），我会<i>改变思考的内容</i>。	1	3	非常不同意,大部分不同意,有些不同意,既不同意也不反对,有些同意,大部分同意,非常同意	1,2,3,4,5,6,7
radio	当我感到<i>积极</i>情绪时，我会小心不表现出来。	1	3	非常不同意,大部分不同意,有些不同意,既不同意也不反对,有些同意,大部分同意,非常同意	1,2,3,4,5,6,7
radio	当我面对压力情境时，我会让自己<i>用一种方式去思考</i>，帮助自己保持冷静。	1	3	非常不同意,大部分不同意,有些不同意,既不同意也不反对,有些同意,大部分同意,非常同意	1,2,3,4,5,6,7
radio	我通过不表现情绪来控制它们。	1	3	非常不同意,大部分不同意,有些不同意,既不同意也不反对,有些同意,大部分同意,非常同意	1,2,3,4,5,6,7
radio	当我想感受到更多<i>积极</i>情绪时，我会<i>改变思考问题的方式</i>。	1	3	非常不同意,大部分不同意,有些不同意,既不同意也不反对,有些同意,大部分同意,非常同意	1,2,3,4,5,6,7
radio	我通过<i>改变思考方式</i>来控制我对所处情境的情绪。	1	3	非常不同意,大部分不同意,有些不同意,既不同意也不反对,有些同意,大部分同意,非常同意	1,2,3,4,5,6,7
radio	当我感到<i>消极</i>情绪时，我会确保不表现出来。	1	3	非常不同意,大部分不同意,有些不同意,既不同意也不反对,有些同意,大部分同意,非常同意	1,2,3,4,5,6,7
radio	当我想减少<i>消极</i>情绪时，我会<i>改变思考方式</i>来看待该情境。	1	3	非常不同意,大部分不同意,有些不同意,既不同意也不反对,有些同意,大部分同意,非常同意	1,2,3,4,5,6,7
instruction	恭喜您完成了本次调查！点击<strong>完成</strong>继续。	0	4		
