question_type	question_text	required	page_number	option_text	option_values
instruction	欢迎参加本调查。请按<strong>下一步</strong>开始。	0	1		
instruction	对于以下每项陈述，请指出您从每种情况中能获得的<strong>益处</strong>。请提供从<strong>1到7</strong>的评分。	0	2		
radio	承认您的喜好与朋友的不同。	1	3	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	在荒野中野营。	1	3	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	在赛马上下注一天的收入。	1	3	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	将年收入的10%投资于中等增长的多元化基金。	1	3	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	在社交场合大量饮酒。	1	3	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	在所得税申报单上进行一些有争议的扣除。	1	3	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	在重要问题上与权威人物发生分歧。	1	4	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	在高赌注扑克游戏中下注一天的收入。	1	4	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	与已婚男性/女性发生婚外情。	1	4	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	将别人的作品冒充为自己的。	1	4	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	在超出自己能力的滑雪道上滑雪。	1	4	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	将年收入的5%投资于投机性很强的股票。	1	4	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	在春季水位较高时进行漂流运动。	1	5	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	将一天的收入押注在体育赛事结果上。	1	5	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	进行无保护性行为。	1	5	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	向他人透露朋友的秘密。	1	5	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	驾车时不系安全带。	1	5	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	将年收入的10%投资于新的商业风险投资。	1	5	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	参加跳伞课程。	1	6	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	骑摩托车时不戴头盔。	1	6	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	选择真正喜欢的职业而非更安全的工作。	1	6	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	在工作会议上表达关于不受欢迎议题的想法。	1	6	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	在不涂防晒霜的情况下日光浴。	1	6	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	从高桥上蹦极跳。	1	6	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	驾驶小型飞机。	1	7	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	夜晚独自在城市不安全区域步行回家。	1	7	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	搬到远离大家庭的城市居住。	1	7	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	在三十多岁时开始新的职业生涯。	1	7	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	外出办事时将年幼的孩子独自留在家中。	1	7	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
radio	不归还捡到的装有200美元的钱包。	1	7	完全无益处: 1,2,3,中等益处: 4,5,6,巨大益处: 7	1,2,3,4,5,6,7
instruction	恭喜您完成本调查！请按<strong>完成</strong>继续。	0	8		
