question_type	question_text	required	page_number	option_text	option_values
instruction	欢迎参加此调查。请按<strong>下一步</strong>开始。	0	1		
instruction	对于以下每个陈述，请表明您是否同意它们，以及同意的程度。	0	2		
radio	我喜欢探索陌生的地方	1	3	非常不同意: 1,不同意: 2,中立: 3,同意: 4,非常同意: 5	1,2,3,4,5
radio	当我在家里呆太久时，我会变得不安	1	3	非常不同意: 1,不同意: 2,中立: 3,同意: 4,非常同意: 5	1,2,3,4,5
radio	我喜欢做令人害怕的事情	1	3	非常不同意: 1,不同意: 2,中立: 3,同意: 4,非常同意: 5	1,2,3,4,5
radio	我喜欢狂野的聚会	1	3	非常不同意: 1,不同意: 2,中立: 3,同意: 4,非常同意: 5	1,2,3,4,5
radio	我想进行一次没有预先规划路线或时间表的旅行	1	4	非常不同意: 1,不同意: 2,中立: 3,同意: 4,非常同意: 5	1,2,3,4,5
radio	我喜欢令人兴奋且不可预测的朋友	1	4	非常不同意: 1,不同意: 2,中立: 3,同意: 4,非常同意: 5	1,2,3,4,5
radio	我想试试蹦极	1	4	非常不同意: 1,不同意: 2,中立: 3,同意: 4,非常同意: 5	1,2,3,4,5
radio	我很想有新奇并令人兴奋的经历，即使它们是非法的	1	4	非常不同意: 1,不同意: 2,中立: 3,同意: 4,非常同意: 5	1,2,3,4,5
instruction	恭喜您完成了此调查！请按<strong>结束</strong>继续。	0	5		
