question_type	question_text	required	page_number	option_text	option_values
instruction	欢迎参加本调查。点击<strong>下一步</strong>开始。	0	1		
instruction	以下是一些关于您对自己总体感受的陈述。请指出您对每个陈述的同意或不同意程度。	0	2		
radio	总的来说，我对自己感到满意。	1	3	非常不同意: 0,不同意: 1,同意: 2,非常同意: 3	0,1,2,3
radio	有时我觉得自己一无是处。	1	3	非常不同意: 0,不同意: 1,同意: 2,非常同意: 3	3,2,1,0
radio	我觉得自己有很多优点。	1	3	非常不同意: 0,不同意: 1,同意: 2,非常同意: 3	0,1,2,3
radio	我能够像大多数人一样把事情做好。	1	3	非常不同意: 0,不同意: 1,同意: 2,非常同意: 3	0,1,2,3
radio	我觉得自己没有什么值得骄傲的。	1	3	非常不同意: 0,不同意: 1,同意: 2,非常同意: 3	3,2,1,0
radio	我有时确实感到没用。	1	3	非常不同意: 0,不同意: 1,同意: 2,非常同意: 3	3,2,1,0
radio	我觉得自己是一个有价值的人，至少与他人平等。	1	4	非常不同意: 0,不同意: 1,同意: 2,非常同意: 3	0,1,2,3
radio	我希望能更尊重自己。	1	4	非常不同意: 0,不同意: 1,同意: 2,非常同意: 3	3,2,1,0
radio	总的来说，我倾向于认为自己是个失败者。	1	4	非常不同意: 0,不同意: 1,同意: 2,非常同意: 3	3,2,1,0
radio	我对自己持积极的态度。	1	4	非常不同意: 0,不同意: 1,同意: 2,非常同意: 3	0,1,2,3
instruction	恭喜您完成了本调查！点击<strong>完成</strong>继续。	0	5		
